crop,year,season,state,area,production,fertilizer,pesticide,yield
Gram,2015,Rabi       ,Nagaland,770,650,121590.7,254.1,0.821818182
Groundnut,2015,Kharif     ,Nagaland,890,920,140539.9,293.7,1.028181818
Horse-gram,2015,Kharif     ,Nagaland,490,520,77375.9,161.7,1.040909091
Jowar,2015,Kharif     ,Nagaland,250,240,39477.5,82.5,0.96
Jute,2015,Kharif     ,Nagaland,2430,5830,383721.3,801.9,6.1725
Linseed,2015,Rabi       ,Nagaland,5790,4680,914298.9,1910.7,0.805454545
Maize,2015,Kharif     ,Nagaland,63640,125920,10049392.4,21001.2,1.978181818
Maize,2015,Rabi       ,Nagaland,5270,10440,832185.7,1739.1,1.981666667
Masoor,2015,Rabi       ,Nagaland,2130,1790,336348.3,702.9,0.828888889
Mesta,2015,Kharif     ,Nagaland,1850,2050,292133.5,610.5,1.105454545
Moong(Green Gram),2015,Kharif     ,Nagaland,390,400,61584.9,128.7,1.008888889
Niger seed,2015,Kharif     ,Nagaland,32370,36170,5111546.7,10682.1,1.08
Niger seed,2015,Rabi       ,Nagaland,35500,33850,5605805,11715,0.959090909
Other  Rabi pulses,2015,Rabi       ,Nagaland,9320,11780,1471721.2,3075.6,1.257777778
Other Kharif pulses,2015,Kharif     ,Nagaland,10480,12740,1654896.8,3458.4,1.199
Peas & beans (Pulses),2015,Kharif     ,Nagaland,2360,3210,372667.6,778.8,1.357
Peas & beans (Pulses),2015,Rabi       ,Nagaland,7160,7870,1130635.6,2362.8,1.1
Potato,2015,Rabi       ,Nagaland,7310,73140,1154322.1,2412.3,9.953636364
Ragi,2015,Kharif     ,Nagaland,330,320,52110.3,108.9,1.001428571
Rapeseed &Mustard,2015,Rabi       ,Nagaland,27540,27840,4348841.4,9088.2,1.01
Rice,2015,Kharif     ,Nagaland,176790,427240,27916908.9,58340.7,2.41
Rice,2015,Rabi       ,Nagaland,4520,12220,713753.2,1491.6,2.703333333
Sesamum,2015,Kharif     ,Nagaland,3580,2160,565317.8,1181.4,0.604545455
Small millets,2015,Kharif     ,Nagaland,8740,9810,1380133.4,2884.2,1.115555556
Soyabean,2015,Kharif     ,Nagaland,24860,31170,3925642.6,8203.8,1.238181818
Sugarcane,2015,Kharif     ,Nagaland,4370,190200,690066.7,1442.1,43.52272727
Sunflower,2015,Kharif     ,Nagaland,340,280,53689.4,112.2,0.788333333
Sunflower,2015,Rabi       ,Nagaland,2170,1330,342664.7,716.1,0.614
Sweet potato,2015,Kharif     ,Nagaland,1640,13950,258972.4,541.2,8.504545455
Tapioca,2015,Kharif     ,Nagaland,2270,45880,358455.7,749.1,20.18818182
Urad,2015,Rabi       ,Nagaland,820,670,129486.2,270.6,0.824545455
Wheat,2015,Rabi       ,Nagaland,3250,5950,513207.5,1072.5,1.828888889
other oilseeds,2015,Kharif     ,Nagaland,2370,1420,374246.7,782.1,0.595555556
Arhar/Tur,2015,Kharif     ,Punjab,2600,2630,410566,858,1.00625
Barley,2015,Rabi       ,Punjab,9000,33300,1421190,2970,3.621428571
Cotton(lint),2015,Kharif     ,Punjab,339000,393000,53531490,111870,1.264444444
Gram,2015,Rabi       ,Punjab,1700,2180,268447,561,1.2575
Groundnut,2015,Kharif     ,Punjab,1000,1900,157910,330,1.9
Guar seed,2015,Kharif     ,Punjab,48600,33440,7674426,16038,0.8225
Maize,2015,Kharif     ,Punjab,115000,424000,18159650,37950,3.759230769
Masoor,2015,Rabi       ,Punjab,600,420,94746,198,0.65
Moong(Green Gram),2015,Kharif     ,Punjab,6400,4290,1010624,2112,0.699230769
Peas & beans (Pulses),2015,Rabi       ,Punjab,3500,5300,552685,1155,1.475
Rapeseed &Mustard,2015,Rabi       ,Punjab,31000,41800,4895210,10230,1.329411765
Rice,2015,Kharif     ,Punjab,2975000,11823000,469782250,981750,3.923181818
Sesamum,2015,Kharif     ,Punjab,4700,1550,742177,1551,0.352727273
Sugarcane,2015,Whole Year ,Punjab,90000,6607000,14211900,29700,77.086
Urad,2015,Kharif     ,Punjab,2000,1080,315820,660,0.614
Wheat,2015,Rabi       ,Punjab,3508000,16077000,553948280,1157640,4.552272727
Arhar/Tur,2015,Kharif     ,Telangana,247514,103903,39084935.74,81679.62,0.496666667
Arhar/Tur,2015,Rabi       ,Telangana,1415,937,223442.65,466.95,0.5225
Bajra,2015,Kharif     ,Telangana,1632,1531,257709.12,538.56,0.882
Bajra,2015,Rabi       ,Telangana,4268,4003,673959.88,1408.44,0.864
Banana,2015,Kharif     ,Telangana,1756,84008,277289.96,579.48,48.41333333
Cashewnut,2015,Kharif     ,Telangana,3036,2146,479414.76,1001.88,0.71
Castor seed,2015,Kharif     ,Telangana,47373,16948,7480670.43,15633.09,0.34875
Castor seed,2015,Rabi       ,Telangana,601,213,94903.91,198.33,0.338
Coriander,2015,Kharif     ,Telangana,11,8,1737.01,3.63,0.73
Coriander,2015,Rabi       ,Telangana,998,382,157594.18,329.34,0.402857143
Cotton(lint),2015,Kharif     ,Telangana,1773256,3733072,280014855,585174.48,1.973333333
Cowpea(Lobia),2015,Kharif     ,Telangana,2167,1135,342190.97,715.11,0.511666667
Cowpea(Lobia),2015,Rabi       ,Telangana,6021,16132,950776.11,1986.93,2.523333333
Dry chillies,2015,Kharif     ,Telangana,65188,182753,10293837.08,21512.04,2.255555556
Dry chillies,2015,Rabi       ,Telangana,16409,44857,2591145.19,5414.97,2.717777778
Garlic,2015,Rabi       ,Telangana,285,1009,45004.35,94.05,3.5225
Ginger,2015,Kharif     ,Telangana,1822,11862,287712.02,601.26,5.5225
Ginger,2015,Rabi       ,Telangana,6,39,947.46,1.98,6.5
Gram,2015,Rabi       ,Telangana,69846,50357,11029381.86,23049.18,0.917777778
Groundnut,2015,Kharif     ,Telangana,13470,21503,2127047.7,4445.1,1.348333333
Groundnut,2015,Rabi       ,Telangana,114331,184409,18054008.21,37729.23,1.725555556
Horse-gram,2015,Kharif     ,Telangana,510,110,80534.1,168.3,0.22
Horse-gram,2015,Rabi       ,Telangana,1530,684,241602.3,504.9,0.418888889
Jowar,2015,Kharif     ,Telangana,45161,50527,7131373.51,14903.13,0.96
Jowar,2015,Rabi       ,Telangana,31197,25176,4926318.27,10295.01,0.867777778
Linseed,2015,Rabi       ,Telangana,7,3,1105.37,2.31,0.43
Maize,2015,Kharif     ,Telangana,454308,1161260,71739776.28,149921.64,2.983333333
Maize,2015,Rabi       ,Telangana,118486,589814,18710124.26,39100.38,4.658888889
Masoor,2015,Rabi       ,Telangana,46,16,7263.86,15.18,0.35
Moong(Green Gram),2015,Kharif     ,Telangana,411094,421667,64915853.54,135661.02,1.773333333
Moong(Green Gram),2015,Rabi       ,Telangana,152891,213712,24143017.81,50454.03,1.04
Onion,2015,Kharif     ,Telangana,5269,74452,832027.79,1738.77,13.5075
Onion,2015,Rabi       ,Telangana,10462,315376,1652054.42,3452.46,28.95888889
Other  Rabi pulses,2015,Rabi       ,Telangana,54,21,8527.14,17.82,0.305
Other Kharif pulses,2015,Kharif     ,Telangana,100,37,15791,33,0.343333333
Potato,2015,Rabi       ,Telangana,2220,28466,350560.2,732.6,13.8
Ragi,2015,Kharif     ,Telangana,742,404,117169.22,244.86,0.666666667
Ragi,2015,Rabi       ,Telangana,178,110,28107.98,58.74,0.663333333
Rapeseed &Mustard,2015,Rabi       ,Telangana,1365,1665,215547.15,450.45,1.023333333
Rice,2015,Kharif     ,Telangana,748713,2197030,118229269.8,247075.29,2.822222222
Rice,2015,Rabi       ,Telangana,297475,850259,46974277.25,98166.75,2.785555556
Safflower,2015,Rabi       ,Telangana,3855,2581,608743.05,1272.15,0.806
Sesamum,2015,Kharif     ,Telangana,4012,148,633534.92,1323.96,0.068571429
Sesamum,2015,Rabi       ,Telangana,9865,2770,1557782.15,3255.45,0.242857143
Small millets,2015,Kharif     ,Telangana,1246,993,196755.86,411.18,0.8
Small millets,2015,Rabi       ,Telangana,64,51,10106.24,21.12,0.8
Soyabean,2015,Kharif     ,Telangana,242802,251597,38340863.82,80124.66,1.063333333
Soyabean,2015,Rabi       ,Telangana,394,420,62216.54,130.02,1.055
Sugarcane,2015,Kharif     ,Telangana,34895,2404655,5510269.45,11515.35,70.39333333
Sunflower,2015,Kharif     ,Telangana,910,828,143698.1,300.3,0.91
Sunflower,2015,Rabi       ,Telangana,10637,12502,1679688.67,3510.21,1.076666667
Sweet potato,2015,Rabi       ,Telangana,87,1230,13738.17,28.71,13.3925
Tobacco,2015,Kharif     ,Telangana,1512,3702,238759.92,498.96,3.676666667
Tobacco,2015,Rabi       ,Telangana,4279,11455,675696.89,1412.07,3.42625
Turmeric,2015,Kharif     ,Telangana,42535,184285,6716701.85,14036.55,4.352222222
Urad,2015,Kharif     ,Telangana,23955,11111,3782734.05,7905.15,0.485
Urad,2015,Rabi       ,Telangana,8126,6400,1283176.66,2681.58,0.77
Wheat,2015,Rabi       ,Telangana,4952,16902,781970.32,1634.16,2.9475
other oilseeds,2015,Kharif     ,Telangana,3894,83261,614901.54,1285.02,21.38
Arhar/Tur,2015,Kharif     ,Tripura,4200,2885,663222,1386,0.6925
Cotton(lint),2015,Kharif     ,Tripura,904,1365,142750.64,298.32,1.49125
Cowpea(Lobia),2015,Kharif     ,Tripura,4315,3356,681381.65,1423.95,0.77625
Gram,2015,Rabi       ,Tripura,250,195,39477.5,82.5,0.78625
Groundnut,2015,Kharif     ,Tripura,529,606,83534.39,174.57,1.14125
Groundnut,2015,Rabi       ,Tripura,846,981,133591.86,279.18,1.145
Jute,2015,Kharif     ,Tripura,650,5401,102641.5,214.5,8.295
Maize,2015,Kharif     ,Tripura,7334,10101,1158111.94,2420.22,1.385
Maize,2015,Rabi       ,Tripura,1412,2076,222968.92,465.96,1.4625
Masoor,2015,Rabi       ,Tripura,3177,2049,501680.07,1048.41,0.65375
Mesta,2015,Kharif     ,Tripura,627,5530,99009.57,206.91,8.7475
Moong(Green Gram),2015,Kharif     ,Tripura,2200,1111,347402,726,0.50625
Moong(Green Gram),2015,Rabi       ,Tripura,1028,565,162331.48,339.24,0.53875
Other  Rabi pulses,2015,Rabi       ,Tripura,604,495,95377.64,199.32,0.816
Other Kharif pulses,2015,Kharif     ,Tripura,17,17,2684.47,5.61,1
Peas & beans (Pulses),2015,Rabi       ,Tripura,2947,2549,465360.77,972.51,0.86125
Rapeseed &Mustard,2015,Rabi       ,Tripura,6418,5166,1013466.38,2117.94,0.8
Rice,2015,Kharif     ,Tripura,199818,575826,31553260.38,65939.94,2.895
Rice,2015,Summer     ,Tripura,69975,219022,11049752.25,23091.75,3.04625
Sesamum,2015,Kharif     ,Tripura,3898,2261,615533.18,1286.34,0.58375
Soyabean,2015,Kharif     ,Tripura,268,234,42319.88,88.44,0.87625
Sugarcane,2015,Whole Year ,Tripura,793,40492,125222.63,261.69,51.83875
Urad,2015,Kharif     ,Tripura,2300,1281,363193,759,0.57125
Urad,2015,Rabi       ,Tripura,1289,960,203545.99,425.37,0.735
Wheat,2015,Rabi       ,Tripura,182,407,28739.62,60.06,2.221428571
Arhar/Tur,2015,Kharif     ,Uttar Pradesh,264746,182359,41806040.86,87366.18,0.721666667
Bajra,2015,Kharif     ,Uttar Pradesh,974881,1775698,153943458.7,321710.73,1.444126984
Banana,2015,Summer     ,Uttar Pradesh,4582,203406,723543.62,1512.06,44.39435897
Barley,2015,Rabi       ,Uttar Pradesh,124744,270200,19698325.04,41165.52,2.110140845
Coriander,2015,Rabi       ,Uttar Pradesh,7474,2575,1180219.34,2466.42,0.34559322
Cotton(lint),2015,Kharif     ,Uttar Pradesh,7688,2658,1214012.08,2537.04,0.307692308
Dry chillies,2015,Kharif     ,Uttar Pradesh,13547,10260,2139206.77,4470.51,0.76671875
Garlic,2015,Rabi       ,Uttar Pradesh,33599,193621,5305618.09,11087.67,5.782931034
Ginger,2015,Kharif     ,Uttar Pradesh,955,425,150804.05,315.15,0.411666667
Gram,2015,Rabi       ,Uttar Pradesh,267629,163409,42261295.39,88317.57,0.708461538
Groundnut,2015,Kharif     ,Uttar Pradesh,96912,65405,15303373.92,31980.96,0.785737705
Guar seed,2015,Kharif     ,Uttar Pradesh,1755,1444,277132.05,579.15,0.822888889
Jowar,2015,Kharif     ,Uttar Pradesh,154827,104769,24448731.57,51092.91,0.884310345
Linseed,2015,Rabi       ,Uttar Pradesh,16715,3194,2639465.65,5515.95,0.163870968
Maize,2015,Kharif     ,Uttar Pradesh,605036,1118656,95541234.76,199661.88,1.640133333
Maize,2015,Rabi       ,Uttar Pradesh,10620,23341,1677004.2,3504.6,2.162391304
Maize,2015,Summer     ,Uttar Pradesh,87544,161869,13824073.04,28889.52,1.851754386
Masoor,2015,Rabi       ,Uttar Pradesh,334700,237749,52852477,110451,0.729066667
Moong(Green Gram),2015,Kharif     ,Uttar Pradesh,45628,9894,7205117.48,15057.24,0.245
Moong(Green Gram),2015,Summer     ,Uttar Pradesh,64569,40979,10196090.79,21307.77,0.617205882
Onion,2015,Rabi       ,Uttar Pradesh,10390,122238,1640684.9,3428.7,11.76805556
Onion,2015,Summer     ,Uttar Pradesh,13796,187324,2178526.36,4552.68,13.14577465
Peas & beans (Pulses),2015,Rabi       ,Uttar Pradesh,286340,284838,45215949.4,94492.2,1.0004
Potato,2015,Rabi       ,Uttar Pradesh,612600,14112748,96735666,202158,22.6352
Rapeseed &Mustard,2015,Rabi       ,Uttar Pradesh,593351,602616,93696056.41,195805.83,0.8876
Rice,2015,Kharif     ,Uttar Pradesh,5837445,12434053,921790939.9,1926356.85,2.096133333
Rice,2015,Summer     ,Uttar Pradesh,24595,67107,3883796.45,8116.35,2.295
Sannhamp,2015,Kharif     ,Uttar Pradesh,1992,568,314556.72,657.36,0.280714286
Sesamum,2015,Kharif     ,Uttar Pradesh,545983,165537,86216175.53,180174.39,0.253150685
Small millets,2015,Kharif     ,Uttar Pradesh,8249,5322,1302599.59,2722.17,0.695833333
Small millets,2015,Summer     ,Uttar Pradesh,60,57,9474.6,19.8,0.9625
Soyabean,2015,Kharif     ,Uttar Pradesh,35542,6221,5612437.22,11728.86,0.1775
Sugarcane,2015,Kharif     ,Uttar Pradesh,2168888,145384798,342489104.1,715733.04,59.79746667
Sunflower,2015,Summer     ,Uttar Pradesh,2198,3534,347086.18,725.34,1.624473684
Sweet potato,2015,Kharif     ,Uttar Pradesh,14069,169588,2221635.79,4642.77,12.04796296
Tobacco,2015,Rabi       ,Uttar Pradesh,31216,137979,4929318.56,10301.28,4.409473684
Tobacco,2015,Summer     ,Uttar Pradesh,422,660,66638.02,139.26,1.594166667
Turmeric,2015,Rabi       ,Uttar Pradesh,875,971,138171.25,288.75,1.08
Urad,2015,Kharif     ,Uttar Pradesh,570013,165862,90010752.83,188104.29,0.376486486
Urad,2015,Summer     ,Uttar Pradesh,47215,27233,7455720.65,15580.95,0.6
Wheat,2015,Rabi       ,Uttar Pradesh,9644838,26874361,1523016369,3182796.54,2.768
Arhar/Tur,2015,Kharif     ,Uttarakhand,3334,2740,526471.94,1100.22,0.750769231
Bajra,2015,Kharif     ,Uttarakhand,2,2,315.82,0.66,1
Barley,2015,Rabi       ,Uttarakhand,18367,18061,2900332.97,6061.11,1.085384615
Garlic,2015,Whole Year ,Uttarakhand,3564,21718,562791.24,1176.12,5.617083333
Gram,2015,Rabi       ,Uttarakhand,646,540,102009.86,213.18,0.794
Groundnut,2015,Kharif     ,Uttarakhand,929,1278,146698.39,306.57,1.08
Horse-gram,2015,Kharif     ,Uttarakhand,11580,10292,1828597.8,3821.4,0.893636364
Jowar,2015,Kharif     ,Uttarakhand,5,4,789.55,1.65,0.8
Maize,2015,Kharif     ,Uttarakhand,22123,38135,3493442.93,7300.59,1.593076923
Maize,2015,Summer     ,Uttarakhand,43,73,6790.13,14.19,1.32
Masoor,2015,Rabi       ,Uttarakhand,10043,7523,1585890.13,3314.19,0.729230769
Moong(Green Gram),2015,Kharif     ,Uttarakhand,3,2,473.73,0.99,0.75
Moong(Green Gram),2015,Summer     ,Uttarakhand,15,9,2368.65,4.95,0.846666667
Moth,2015,Kharif     ,Uttarakhand,15,8,2368.65,4.95,0.53
Moth,2015,Rabi       ,Uttarakhand,15858,15520,2504136.78,5233.14,0.720769231
Onion,2015,Whole Year ,Uttarakhand,3268,17246,516049.88,1078.44,5.505833333
Other  Rabi pulses,2015,Rabi       ,Uttarakhand,4,4,631.64,1.32,1
Other Kharif pulses,2015,Kharif     ,Uttarakhand,12297,12055,1941819.27,4058.01,0.969166667
Peas & beans (Pulses),2015,Rabi       ,Uttarakhand,4983,4666,786865.53,1644.39,0.736923077
Potato,2015,Kharif     ,Uttarakhand,7364,69359,1162849.24,2430.12,9.873333333
Potato,2015,Rabi       ,Uttarakhand,4863,40894,767916.33,1604.79,9.324615385
Ragi,2015,Kharif     ,Uttarakhand,105450,148705,16651609.5,34798.5,1.501818182
Rapeseed &Mustard,2015,Rabi       ,Uttarakhand,12275,11611,1938345.25,4050.75,0.71
Rice,2015,Kharif     ,Uttarakhand,252163,591755,39819059.33,83213.79,1.795384615
Rice,2015,Summer     ,Uttarakhand,13043,50137,2059620.13,4304.19,3.81
Sesamum,2015,Kharif     ,Uttarakhand,1700,464,268447,561,0.235833333
Small millets,2015,Kharif     ,Uttarakhand,56570,72632,8932968.7,18668.1,1.283636364
Soyabean,2015,Kharif     ,Uttarakhand,11940,15950,1885445.4,3940.2,0.994615385
Sugarcane,2015,Whole Year ,Uttarakhand,95538,5656014,15086405.58,31527.54,63.5
Sunflower,2015,Kharif     ,Uttarakhand,102,97,16106.82,33.66,0.96
Turmeric,2015,Whole Year ,Uttarakhand,980,1738,154751.8,323.4,1.766666667
Urad,2015,Kharif     ,Uttarakhand,11940,7876,1885445.4,3940.2,0.832307692
Urad,2015,Summer     ,Uttarakhand,59,26,9316.69,19.47,0.465
Wheat,2015,Rabi       ,Uttarakhand,342650,790370,54107861.5,113074.5,1.675384615
other oilseeds,2015,Kharif     ,Uttarakhand,30,19,4737.3,9.9,0.723333333
other oilseeds,2015,Rabi       ,Uttarakhand,627,315,99009.57,206.91,0.568
Arhar/Tur,2015,Rabi       ,Jharkhand,26938,31910,4253779.58,8889.54,1.520909091
Gram,2015,Rabi       ,Jharkhand,36163,30442,5710499.33,11933.79,0.88
Maize,2015,Autumn     ,Jharkhand,118741,115121,18750391.31,39184.53,1.133333333
Masoor,2015,Rabi       ,Jharkhand,8785,6304,1387239.35,2899.05,0.697647059
Onion,2015,Rabi       ,Jharkhand,3129,19999,494100.39,1032.57,8.018181818
Peas & beans (Pulses),2015,Rabi       ,Jharkhand,6334,5689,1000201.94,2090.22,0.878823529
Potato,2015,Rabi       ,Jharkhand,16418,100932,2592566.38,5417.94,6.687391304
Potato,2015,Winter     ,Jharkhand,22294,154432,3520445.54,7357.02,7.95
Ragi,2015,Autumn     ,Jharkhand,20816,18672,3287054.56,6869.28,0.783529412
Rapeseed &Mustard,2015,Rabi       ,Jharkhand,37130,31636,5863198.3,12252.9,0.920454545
Rice,2015,Autumn     ,Jharkhand,145866,88110,23033700.06,48135.78,0.606956522
Rice,2015,Winter     ,Jharkhand,1016623,674135,160534937.9,335485.59,0.6625
Urad,2015,Autumn     ,Jharkhand,43173,22469,6817448.43,14247.09,1.472352941
Wheat,2015,Rabi       ,Jharkhand,71027,113701,11215873.57,23438.91,1.456666667
Arhar/Tur,2015,Rabi       ,West Bengal,2837,2480,447990.67,936.21,0.842727273
Bajra,2015,Kharif     ,West Bengal,166,49,26213.06,54.78,0.32
Barley,2015,Rabi       ,West Bengal,2500,3525,394775,825,1.408571429
Castor seed,2015,Kharif     ,West Bengal,56,34,8842.96,18.48,0.61
Coconut ,2015,Whole Year ,West Bengal,29513,373647500,4660397.83,9739.29,12593.58421
Cotton(lint),2015,Kharif     ,West Bengal,451,1326,71217.41,148.83,2.94
Gram,2015,Rabi       ,West Bengal,30792,24564,4862364.72,10161.36,0.9
Groundnut,2015,Autumn     ,West Bengal,2107,1900,332716.37,695.31,0.984444444
Groundnut,2015,Rabi       ,West Bengal,13472,24593,2127363.52,4445.76,1.759285714
Groundnut,2015,Summer     ,West Bengal,62098,145068,9805895.18,20492.34,2
Horse-gram,2015,Rabi       ,West Bengal,2081,1081,328610.71,686.73,0.662727273
Jowar,2015,Autumn     ,West Bengal,25,9,3947.75,8.25,0.36
Jute,2015,Kharif     ,West Bengal,544701,7667066,86013734.91,179751.33,15.37588235
Khesari,2015,Rabi       ,West Bengal,65422,58625,10330788.02,21589.26,0.894375
Linseed,2015,Rabi       ,West Bengal,6191,2275,977620.81,2043.03,0.350714286
Maize,2015,Autumn     ,West Bengal,45635,122780,7206222.85,15059.55,2.642307692
Maize,2015,Rabi       ,West Bengal,52130,284572,8231848.3,17202.9,3.6
Maize,2015,Summer     ,West Bengal,55352,255082,8740634.32,18266.16,3.279444444
Masoor,2015,Rabi       ,West Bengal,95466,63536,15075036.06,31503.78,0.684444444
Mesta,2015,Kharif     ,West Bengal,9379,109716,1481037.89,3095.07,9.565
Moong(Green Gram),2015,Kharif     ,West Bengal,1192,1029,188228.72,393.36,0.762727273
Moong(Green Gram),2015,Rabi       ,West Bengal,2633,1800,415777.03,868.89,0.767
Moong(Green Gram),2015,Summer     ,West Bengal,53186,36274,8398601.26,17551.38,0.876875
Moth,2015,Rabi       ,West Bengal,16,14,2526.56,5.28,0.88
Niger seed,2015,Kharif     ,West Bengal,4132,2959,652484.12,1363.56,0.575
Other  Rabi pulses,2015,Rabi       ,West Bengal,374,186,59058.34,123.42,0.554
Other Kharif pulses,2015,Kharif     ,West Bengal,951,636,150172.41,313.83,0.545714286
Peas & beans (Pulses),2015,Rabi       ,West Bengal,15025,11320,2372597.75,4958.25,0.724666667
Potato,2015,Rabi       ,West Bengal,489959,9696830,77369425.69,161686.47,21.85277778
Potato,2015,Summer     ,West Bengal,2445,29462,386089.95,806.85,12.05
Ragi,2015,Autumn     ,West Bengal,10132,11127,1599944.12,3343.56,0.718
Rapeseed &Mustard,2015,Rabi       ,West Bengal,457832,490219,72296251.12,151084.56,0.887222222
Rice,2015,Autumn     ,West Bengal,235970,612966,37262022.7,77870.1,2.48
Rice,2015,Summer     ,West Bengal,1310585,4424392,206954477.4,432493.05,3.155
Rice,2015,Winter     ,West Bengal,3977400,10910896,628071234,1312542,2.670555556
Safflower,2015,Kharif     ,West Bengal,486,424,76744.26,160.38,0.855714286
Sannhamp,2015,Kharif     ,West Bengal,810,3443,127907.1,267.3,4.345
Sesamum,2015,Autumn     ,West Bengal,1372,1122,216652.52,452.76,0.756666667
Sesamum,2015,Summer     ,West Bengal,224865,209668,35508432.15,74205.45,0.799411765
Sesamum,2015,Winter     ,West Bengal,1282,920,202440.62,423.06,0.695555556
Small millets,2015,Autumn     ,West Bengal,1720,914,271605.2,567.6,0.5275
Small millets,2015,Rabi       ,West Bengal,525,716,82902.75,173.25,0.965
Soyabean,2015,Kharif     ,West Bengal,600,436,94746,198,0.62
Sugarcane,2015,Whole Year ,West Bengal,17403,1327805,2748107.73,5742.99,80.046875
Sunflower,2015,Kharif     ,West Bengal,7225,9407,1140899.75,2384.25,1.298125
Tobacco,2015,Whole Year ,West Bengal,15073,25335,2380177.43,4974.09,1.1875
Urad,2015,Kharif     ,West Bengal,63103,43563,9964594.73,20823.99,0.580625
Urad,2015,Rabi       ,West Bengal,11177,10658,1764960.07,3688.41,0.9
Wheat,2015,Rabi       ,West Bengal,339851,788503,53665871.41,112150.83,2.191111111
Arhar/Tur,2016,Kharif     ,Arunachal Pradesh,790,643,121067.5,276.5,0.761428571
Dry chillies,2016,Whole Year ,Arunachal Pradesh,3541,9915,542658.25,1239.35,2.7195
Ginger,2016,Whole Year ,Arunachal Pradesh,7775,56758,1191518.75,2721.25,6.432
Groundnut,2016,Kharif     ,Arunachal Pradesh,888,868,136086,310.8,1.177142857
Maize,2016,Kharif     ,Arunachal Pradesh,50300,75450,7708475,17605,1.584
Masoor,2016,Rabi       ,Arunachal Pradesh,413,202,63292.25,144.55,0.511
Moong(Green Gram),2016,Kharif     ,Arunachal Pradesh,1287,1277,197232.75,450.45,0.982941176
Other  Rabi pulses,2016,Rabi       ,Arunachal Pradesh,1243,765,190489.75,435.05,0.691333333
Other Kharif pulses,2016,Kharif     ,Arunachal Pradesh,2450,2235,375462.5,857.5,0.8725
Peas & beans (Pulses),2016,Kharif     ,Arunachal Pradesh,646,618,98999.5,226.1,0.923157895
Peas & beans (Pulses),2016,Rabi       ,Arunachal Pradesh,3645,5189,558596.25,1275.75,1.505263158
Potato,2016,Whole Year ,Arunachal Pradesh,5985,43092,917201.25,2094.75,6.596
Rapeseed &Mustard,2016,Rabi       ,Arunachal Pradesh,27986,28514,4288854.5,9795.1,1.233157895
Rice,2016,Kharif     ,Arunachal Pradesh,131000,220000,20075750,45850,1.606
Sesamum,2016,Kharif     ,Arunachal Pradesh,2019,1795,309411.75,706.65,0.848125
Small millets,2016,Kharif     ,Arunachal Pradesh,26500,27030,4061125,9275,0.992
Soyabean,2016,Kharif     ,Arunachal Pradesh,3098,4398,474768.5,1084.3,2.085263158
Sugarcane,2016,Whole Year ,Arunachal Pradesh,2075,44405,317993.75,726.25,22.59461538
Sunflower,2016,Kharif     ,Arunachal Pradesh,540,433,82755,189,0.818
Turmeric,2016,Whole Year ,Arunachal Pradesh,800,3600,122600,280,4.386
Urad,2016,Kharif     ,Arunachal Pradesh,1118,966,171333.5,391.3,0.828333333
Urad,2016,Rabi       ,Arunachal Pradesh,1408,1235,215776,492.8,0.853333333
Wheat,2016,Rabi       ,Arunachal Pradesh,3910,7700,599207.5,1368.5,2.105
other oilseeds,2016,Kharif     ,Arunachal Pradesh,684,616,104823,239.4,1.0925
Arhar/Tur,2016,Kharif     ,Bihar,20980,33173,3215185,7343,1.667714286
Bajra,2016,Kharif     ,Bihar,3564,4045,546183,1247.4,1.13
Barley,2016,Rabi       ,Bihar,10823,16290,1658624.75,3788.05,1.506538462
Castor seed,2016,Kharif     ,Bihar,77,74,11800.25,26.95,0.9875
Coriander,2016,Whole Year ,Bihar,2852,2548,437069,998.2,0.891481481
Garlic,2016,Whole Year ,Bihar,1866,2830,285964.5,653.1,1.525517241
Ginger,2016,Whole Year ,Bihar,379,697,58081.75,132.65,1.886470588
Gram,2016,Rabi       ,Bihar,59364,66502,9097533,20777.4,1.098
Groundnut,2016,Kharif     ,Bihar,979,994,150031.75,342.65,1.006666667
Horse-gram,2016,Kharif     ,Bihar,8300,7626,1271975,2905,0.919444444
Jowar,2016,Kharif     ,Bihar,1796,1912,275237,628.6,1.058333333
Jute,2016,Kharif     ,Bihar,91380,1355875,14003985,31983,16.25875
Khesari,2016,Rabi       ,Bihar,52102,55176,7984631.5,18235.7,0.947714286
Linseed,2016,Rabi       ,Bihar,12684,10561,1943823,4439.4,0.838857143
Maize,2016,Autumn     ,Bihar,241450,624300,37002212.5,84507.5,2.579459459
Maize,2016,Rabi       ,Bihar,284883,2131513,43658319.75,99709.05,6.058181818
Maize,2016,Summer     ,Bihar,194577,1089887,29818925.25,68101.95,4.561666667
Masoor,2016,Rabi       ,Bihar,146093,146875,22388752.25,51132.55,0.934473684
Mesta,2016,Kharif     ,Bihar,16323,38666,2501499.75,5713.05,2.346875
Moong(Green Gram),2016,Kharif     ,Bihar,10651,8329,1632265.75,3727.85,0.76516129
Moong(Green Gram),2016,Summer     ,Bihar,161583,111547,24762594.75,56554.05,0.781578947
Onion,2016,Rabi       ,Bihar,13634,161682,2089410.5,4771.9,10.70864865
Other  Rabi pulses,2016,Rabi       ,Bihar,2341,2352,358758.25,819.35,1.002352941
Other Kharif pulses,2016,Kharif     ,Bihar,2343,1858,359064.75,820.05,0.835714286
Peas & beans (Pulses),2016,Rabi       ,Bihar,16401,16736,2513453.25,5740.35,1.012368421
